Column1,t1,t2,norm.dist,dataset,pair
952,all,pass,0.713367567,Rightmyer_2013,all-pass
953,all,fail,1.365894736,Rightmyer_2013,all-fail
954,pass,fail,1.290269575,Rightmyer_2013,pass-fail
955,all,pass,0.680517693,Rightmyer_2013,all-pass
956,all,fail,0.869529637,Rightmyer_2013,all-fail
957,pass,fail,1.161913395,Rightmyer_2013,pass-fail
958,all,pass,0.502536427,Rightmyer_2013,all-pass
959,all,fail,0.870723362,Rightmyer_2013,all-fail
960,pass,fail,0.890338567,Rightmyer_2013,pass-fail
961,all,pass,NA,Sauquet_2011,all-pass
962,all,fail,NA,Sauquet_2011,all-fail
963,pass,fail,NA,Sauquet_2011,pass-fail
964,all,pass,NA,Sauquet_2011,all-pass
965,all,fail,NA,Sauquet_2011,all-fail
966,pass,fail,NA,Sauquet_2011,pass-fail
967,all,pass,NA,Sauquet_2011,all-pass
968,all,fail,NA,Sauquet_2011,all-fail
969,pass,fail,NA,Sauquet_2011,pass-fail
970,all,pass,NA,Sauquet_2011,all-pass
971,all,fail,NA,Sauquet_2011,all-fail
972,pass,fail,NA,Sauquet_2011,pass-fail
973,all,pass,0.25277668,Sauquet_2011,all-pass
974,all,fail,0.346880453,Sauquet_2011,all-fail
975,pass,fail,0.375924454,Sauquet_2011,pass-fail
976,all,pass,NA,Sauquet_2011,all-pass
977,all,fail,NA,Sauquet_2011,all-fail
978,pass,fail,NA,Sauquet_2011,pass-fail
979,all,pass,NA,Sauquet_2011,all-pass
980,all,fail,NA,Sauquet_2011,all-fail
981,pass,fail,NA,Sauquet_2011,pass-fail
982,all,pass,0.363569476,Sauquet_2011,all-pass
983,all,fail,0.295407604,Sauquet_2011,all-fail
984,pass,fail,0.414431772,Sauquet_2011,pass-fail
985,all,pass,0.072352377,Sauquet_2011,all-pass
986,all,fail,0.745277003,Sauquet_2011,all-fail
987,pass,fail,0.75259249,Sauquet_2011,pass-fail
988,all,pass,0.227888057,Sauquet_2011,all-pass
989,all,fail,0.772075755,Sauquet_2011,all-fail
990,pass,fail,0.775000397,Sauquet_2011,pass-fail
991,all,pass,0.205746155,Sauquet_2011,all-pass
992,all,fail,0.312685361,Sauquet_2011,all-fail
993,pass,fail,0.362488923,Sauquet_2011,pass-fail
994,all,pass,0.225265715,Sauquet_2011,all-pass
995,all,fail,0.669380676,Sauquet_2011,all-fail
996,pass,fail,0.679135675,Sauquet_2011,pass-fail
997,all,pass,NA,Sauquet_2011,all-pass
998,all,fail,NA,Sauquet_2011,all-fail
999,pass,fail,NA,Sauquet_2011,pass-fail
1000,all,pass,NA,Sauquet_2011,all-pass
1001,all,fail,NA,Sauquet_2011,all-fail
1002,pass,fail,NA,Sauquet_2011,pass-fail
1003,all,pass,NA,Sauquet_2011,all-pass
1004,all,fail,NA,Sauquet_2011,all-fail
1005,pass,fail,NA,Sauquet_2011,pass-fail
1006,all,pass,NA,Sauquet_2011,all-pass
1007,all,fail,NA,Sauquet_2011,all-fail
1008,pass,fail,NA,Sauquet_2011,pass-fail
1009,all,pass,NA,Sauquet_2011,all-pass
1010,all,fail,NA,Sauquet_2011,all-fail
1011,pass,fail,NA,Sauquet_2011,pass-fail
1012,all,pass,NA,Sauquet_2011,all-pass
1013,all,fail,NA,Sauquet_2011,all-fail
1014,pass,fail,NA,Sauquet_2011,pass-fail
1015,all,pass,NA,Sauquet_2011,all-pass
1016,all,fail,NA,Sauquet_2011,all-fail
1017,pass,fail,NA,Sauquet_2011,pass-fail
1018,all,pass,NA,Sauquet_2011,all-pass
1019,all,fail,NA,Sauquet_2011,all-fail
1020,pass,fail,NA,Sauquet_2011,pass-fail
1021,all,pass,NA,Seago_2011,all-pass
1022,all,fail,NA,Seago_2011,all-fail
1023,pass,fail,NA,Seago_2011,pass-fail
1024,all,pass,NA,Seago_2011,all-pass
1025,all,fail,NA,Seago_2011,all-fail
1026,pass,fail,NA,Seago_2011,pass-fail
1027,all,pass,NA,Seago_2011,all-pass
1028,all,fail,NA,Seago_2011,all-fail
1029,pass,fail,NA,Seago_2011,pass-fail
1030,all,pass,NA,Seago_2011,all-pass
1031,all,fail,NA,Seago_2011,all-fail
1032,pass,fail,NA,Seago_2011,pass-fail
1033,all,pass,NA,Seago_2011,all-pass
1034,all,fail,NA,Seago_2011,all-fail
1035,pass,fail,NA,Seago_2011,pass-fail
1036,all,pass,NA,Seago_2011,all-pass
1037,all,fail,NA,Seago_2011,all-fail
1038,pass,fail,NA,Seago_2011,pass-fail
1039,all,pass,NA,Seago_2011,all-pass
1040,all,fail,NA,Seago_2011,all-fail
1041,pass,fail,NA,Seago_2011,pass-fail
1042,all,pass,NA,Seago_2011,all-pass
1043,all,fail,NA,Seago_2011,all-fail
1044,pass,fail,NA,Seago_2011,pass-fail
1045,all,pass,NA,Seago_2011,all-pass
1046,all,fail,NA,Seago_2011,all-fail
1047,pass,fail,NA,Seago_2011,pass-fail
1048,all,pass,NA,Seago_2011,all-pass
1049,all,fail,NA,Seago_2011,all-fail
1050,pass,fail,NA,Seago_2011,pass-fail
1051,all,pass,NA,Seago_2011,all-pass
1052,all,fail,NA,Seago_2011,all-fail
1053,pass,fail,NA,Seago_2011,pass-fail
1054,all,pass,NA,Seago_2011,all-pass
1055,all,fail,NA,Seago_2011,all-fail
1056,pass,fail,NA,Seago_2011,pass-fail
1057,all,pass,NA,Seago_2011,all-pass
1058,all,fail,NA,Seago_2011,all-fail
1059,pass,fail,NA,Seago_2011,pass-fail
1060,all,pass,NA,Seago_2011,all-pass
1061,all,fail,NA,Seago_2011,all-fail
1062,pass,fail,NA,Seago_2011,pass-fail
1063,all,pass,NA,Seago_2011,all-pass
1064,all,fail,NA,Seago_2011,all-fail
1065,pass,fail,NA,Seago_2011,pass-fail
1066,all,pass,NA,Seago_2011,all-pass
1067,all,fail,NA,Seago_2011,all-fail
1068,pass,fail,NA,Seago_2011,pass-fail
1069,all,pass,NA,Seago_2011,all-pass
1070,all,fail,NA,Seago_2011,all-fail
1071,pass,fail,NA,Seago_2011,pass-fail
1072,all,pass,NA,Seago_2011,all-pass
1073,all,fail,NA,Seago_2011,all-fail
1074,pass,fail,NA,Seago_2011,pass-fail
1075,all,pass,NA,Seago_2011,all-pass
1076,all,fail,NA,Seago_2011,all-fail
1077,pass,fail,NA,Seago_2011,pass-fail
1078,all,pass,NA,Seago_2011,all-pass
1079,all,fail,NA,Seago_2011,all-fail
1080,pass,fail,NA,Seago_2011,pass-fail
1081,all,pass,0.86389532,Sharanowski_2011,all-pass
1082,all,fail,0.251196906,Sharanowski_2011,all-fail
1083,pass,fail,0.883222851,Sharanowski_2011,pass-fail
1084,all,pass,0.96699422,Sharanowski_2011,all-pass
1085,all,fail,0.515071041,Sharanowski_2011,all-fail
1086,pass,fail,1.161411945,Sharanowski_2011,pass-fail
1087,all,pass,NA,Sharanowski_2011,all-pass
1088,all,fail,NA,Sharanowski_2011,all-fail
1089,pass,fail,NA,Sharanowski_2011,pass-fail
1090,all,pass,0.83521364,Sharanowski_2011,all-pass
1091,all,fail,0.342440909,Sharanowski_2011,all-fail
1092,pass,fail,0.895935051,Sharanowski_2011,pass-fail
1093,all,pass,0.541738708,Sharanowski_2011,all-pass
1094,all,fail,0.44530789,Sharanowski_2011,all-fail
1095,pass,fail,0.729753415,Sharanowski_2011,pass-fail
1096,all,pass,0.545287034,Sharanowski_2011,all-pass
1097,all,fail,0.452127626,Sharanowski_2011,all-fail
1098,pass,fail,0.642185926,Sharanowski_2011,pass-fail
1099,all,pass,NA,Sharanowski_2011,all-pass
1100,all,fail,NA,Sharanowski_2011,all-fail
1101,pass,fail,NA,Sharanowski_2011,pass-fail
1102,all,pass,NA,Sharanowski_2011,all-pass
1103,all,fail,NA,Sharanowski_2011,all-fail
1104,pass,fail,NA,Sharanowski_2011,pass-fail
1105,all,pass,0.397752178,Sharanowski_2011,all-pass
1106,all,fail,0.690727207,Sharanowski_2011,all-fail
1107,pass,fail,0.808038957,Sharanowski_2011,pass-fail
1108,all,pass,0.924317055,Sharanowski_2011,all-pass
1109,all,fail,0.347592816,Sharanowski_2011,all-fail
1110,pass,fail,0.910331764,Sharanowski_2011,pass-fail
1111,all,pass,0.431158232,Sharanowski_2011,all-pass
1112,all,fail,0.547228508,Sharanowski_2011,all-fail
1113,pass,fail,0.673341096,Sharanowski_2011,pass-fail
1114,all,pass,NA,Sharanowski_2011,all-pass
1115,all,fail,NA,Sharanowski_2011,all-fail
1116,pass,fail,NA,Sharanowski_2011,pass-fail
1117,all,pass,NA,Sharanowski_2011,all-pass
1118,all,fail,NA,Sharanowski_2011,all-fail
1119,pass,fail,NA,Sharanowski_2011,pass-fail
1120,all,pass,NA,Sharanowski_2011,all-pass
1121,all,fail,NA,Sharanowski_2011,all-fail
1122,pass,fail,NA,Sharanowski_2011,pass-fail
1123,all,pass,1.533592066,Sharanowski_2011,all-pass
1124,all,fail,0.314168489,Sharanowski_2011,all-fail
1125,pass,fail,1.577380168,Sharanowski_2011,pass-fail
1126,all,pass,NA,Sharanowski_2011,all-pass
1127,all,fail,NA,Sharanowski_2011,all-fail
1128,pass,fail,NA,Sharanowski_2011,pass-fail
1129,all,pass,0.454104447,Sharanowski_2011,all-pass
1130,all,fail,0.531650917,Sharanowski_2011,all-fail
1131,pass,fail,0.592285909,Sharanowski_2011,pass-fail
1132,all,pass,NA,Sharanowski_2011,all-pass
1133,all,fail,NA,Sharanowski_2011,all-fail
1134,pass,fail,NA,Sharanowski_2011,pass-fail
1135,all,pass,NA,Sharanowski_2011,all-pass
1136,all,fail,NA,Sharanowski_2011,all-fail
1137,pass,fail,NA,Sharanowski_2011,pass-fail
1138,all,pass,NA,Sharanowski_2011,all-pass
1139,all,fail,NA,Sharanowski_2011,all-fail
1140,pass,fail,NA,Sharanowski_2011,pass-fail
1141,all,pass,0.334595948,Siler_2013,all-pass
1142,all,fail,0.334235196,Siler_2013,all-fail
1143,pass,fail,0.509826894,Siler_2013,pass-fail
1144,all,pass,0.332204884,Siler_2013,all-pass
1145,all,fail,0.376533676,Siler_2013,all-fail
1146,pass,fail,0.470822592,Siler_2013,pass-fail
1147,all,pass,0.292443209,Siler_2013,all-pass
1148,all,fail,0.330044723,Siler_2013,all-fail
1149,pass,fail,0.448043481,Siler_2013,pass-fail
1150,all,pass,0.394711839,Siler_2013,all-pass
1151,all,fail,0.254294384,Siler_2013,all-fail
1152,pass,fail,0.45750066,Siler_2013,pass-fail
1153,all,pass,0.354226221,Siler_2013,all-pass
1154,all,fail,0.366431979,Siler_2013,all-fail
1155,pass,fail,0.382042551,Siler_2013,pass-fail
1156,all,pass,NA,Siler_2013,all-pass
1157,all,fail,NA,Siler_2013,all-fail
1158,pass,fail,NA,Siler_2013,pass-fail
1159,all,pass,0.166129464,Siler_2013,all-pass
1160,all,fail,0.452890503,Siler_2013,all-fail
1161,pass,fail,0.455047224,Siler_2013,pass-fail
1162,all,pass,0.215306655,Siler_2013,all-pass
1163,all,fail,0.407010395,Siler_2013,all-fail
1164,pass,fail,0.449352854,Siler_2013,pass-fail
1165,all,pass,0.305321236,Siler_2013,all-pass
1166,all,fail,0.215664594,Siler_2013,all-fail
1167,pass,fail,0.354140188,Siler_2013,pass-fail
1168,all,pass,NA,Siler_2013,all-pass
1169,all,fail,NA,Siler_2013,all-fail
1170,pass,fail,NA,Siler_2013,pass-fail
1171,all,pass,0.33044617,Siler_2013,all-pass
1172,all,fail,0.336096842,Siler_2013,all-fail
1173,pass,fail,0.512228493,Siler_2013,pass-fail
1174,all,pass,0.389278001,Siler_2013,all-pass
1175,all,fail,0.217961722,Siler_2013,all-fail
1176,pass,fail,0.430210064,Siler_2013,pass-fail
1177,all,pass,0.251281939,Siler_2013,all-pass
1178,all,fail,0.406115609,Siler_2013,all-fail
1179,pass,fail,0.484518052,Siler_2013,pass-fail
1180,all,pass,0.183204818,Siler_2013,all-pass
1181,all,fail,0.312869806,Siler_2013,all-fail
1182,pass,fail,0.340407101,Siler_2013,pass-fail
1183,all,pass,0.305982833,Siler_2013,all-pass
1184,all,fail,0.215661051,Siler_2013,all-fail
1185,pass,fail,0.355002185,Siler_2013,pass-fail
1186,all,pass,NA,Siler_2013,all-pass
1187,all,fail,NA,Siler_2013,all-fail
1188,pass,fail,NA,Siler_2013,pass-fail
1189,all,pass,0.326446026,Siler_2013,all-pass
1190,all,fail,0.377775748,Siler_2013,all-fail
1191,pass,fail,0.46037714,Siler_2013,pass-fail
1192,all,pass,0.257958449,Siler_2013,all-pass
1193,all,fail,0.40451651,Siler_2013,all-fail
1194,pass,fail,0.430736684,Siler_2013,pass-fail
1195,all,pass,0.183748936,Siler_2013,all-pass
1196,all,fail,0.321950248,Siler_2013,all-fail
1197,pass,fail,0.340540367,Siler_2013,pass-fail
1198,all,pass,0.251943983,Siler_2013,all-pass
1199,all,fail,0.486869774,Siler_2013,all-fail
1200,pass,fail,0.542230787,Siler_2013,pass-fail
1201,all,pass,NA,Tolley_2013,all-pass
1202,all,fail,NA,Tolley_2013,all-fail
1203,pass,fail,NA,Tolley_2013,pass-fail
1204,all,pass,NA,Tolley_2013,all-pass
1205,all,fail,NA,Tolley_2013,all-fail
1206,pass,fail,NA,Tolley_2013,pass-fail
1207,all,pass,NA,Tolley_2013,all-pass
1208,all,fail,NA,Tolley_2013,all-fail
1209,pass,fail,NA,Tolley_2013,pass-fail
1210,all,pass,NA,Tolley_2013,all-pass
1211,all,fail,NA,Tolley_2013,all-fail
1212,pass,fail,NA,Tolley_2013,pass-fail
1213,all,pass,NA,Tolley_2013,all-pass
1214,all,fail,NA,Tolley_2013,all-fail
1215,pass,fail,NA,Tolley_2013,pass-fail
1216,all,pass,NA,Tolley_2013,all-pass
1217,all,fail,NA,Tolley_2013,all-fail
1218,pass,fail,NA,Tolley_2013,pass-fail
1219,all,pass,NA,Tolley_2013,all-pass
1220,all,fail,NA,Tolley_2013,all-fail
1221,pass,fail,NA,Tolley_2013,pass-fail
1222,all,pass,NA,Tolley_2013,all-pass
1223,all,fail,NA,Tolley_2013,all-fail
1224,pass,fail,NA,Tolley_2013,pass-fail
1225,all,pass,NA,Tolley_2013,all-pass
1226,all,fail,NA,Tolley_2013,all-fail
1227,pass,fail,NA,Tolley_2013,pass-fail
1228,all,pass,NA,Tolley_2013,all-pass
1229,all,fail,NA,Tolley_2013,all-fail
1230,pass,fail,NA,Tolley_2013,pass-fail
1231,all,pass,NA,Tolley_2013,all-pass
1232,all,fail,NA,Tolley_2013,all-fail
1233,pass,fail,NA,Tolley_2013,pass-fail
1234,all,pass,NA,Tolley_2013,all-pass
1235,all,fail,NA,Tolley_2013,all-fail
1236,pass,fail,NA,Tolley_2013,pass-fail
1237,all,pass,NA,Tolley_2013,all-pass
1238,all,fail,NA,Tolley_2013,all-fail
1239,pass,fail,NA,Tolley_2013,pass-fail
1240,all,pass,NA,Tolley_2013,all-pass
1241,all,fail,NA,Tolley_2013,all-fail
1242,pass,fail,NA,Tolley_2013,pass-fail
1243,all,pass,NA,Tolley_2013,all-pass
1244,all,fail,NA,Tolley_2013,all-fail
1245,pass,fail,NA,Tolley_2013,pass-fail
1246,all,pass,NA,Tolley_2013,all-pass
1247,all,fail,NA,Tolley_2013,all-fail
1248,pass,fail,NA,Tolley_2013,pass-fail
1249,all,pass,NA,Tolley_2013,all-pass
1250,all,fail,NA,Tolley_2013,all-fail
1251,pass,fail,NA,Tolley_2013,pass-fail
1252,all,pass,NA,Tolley_2013,all-pass
1253,all,fail,NA,Tolley_2013,all-fail
1254,pass,fail,NA,Tolley_2013,pass-fail
1255,all,pass,NA,Tolley_2013,all-pass
1256,all,fail,NA,Tolley_2013,all-fail
1257,pass,fail,NA,Tolley_2013,pass-fail
1258,all,pass,NA,Tolley_2013,all-pass
1259,all,fail,NA,Tolley_2013,all-fail
1260,pass,fail,NA,Tolley_2013,pass-fail
1261,all,pass,NA,Unmack_2013,all-pass
1262,all,fail,NA,Unmack_2013,all-fail
1263,pass,fail,NA,Unmack_2013,pass-fail
1264,all,pass,NA,Unmack_2013,all-pass
1265,all,fail,NA,Unmack_2013,all-fail
1266,pass,fail,NA,Unmack_2013,pass-fail
1267,all,pass,NA,Unmack_2013,all-pass
1268,all,fail,NA,Unmack_2013,all-fail
1269,pass,fail,NA,Unmack_2013,pass-fail
1270,all,pass,NA,Unmack_2013,all-pass
1271,all,fail,NA,Unmack_2013,all-fail
1272,pass,fail,NA,Unmack_2013,pass-fail
1273,all,pass,NA,Unmack_2013,all-pass
1274,all,fail,NA,Unmack_2013,all-fail
1275,pass,fail,NA,Unmack_2013,pass-fail
1276,all,pass,NA,Unmack_2013,all-pass
1277,all,fail,NA,Unmack_2013,all-fail
1278,pass,fail,NA,Unmack_2013,pass-fail
1279,all,pass,NA,Unmack_2013,all-pass
1280,all,fail,NA,Unmack_2013,all-fail
1281,pass,fail,NA,Unmack_2013,pass-fail
1282,all,pass,NA,Unmack_2013,all-pass
1283,all,fail,NA,Unmack_2013,all-fail
1284,pass,fail,NA,Unmack_2013,pass-fail
1285,all,pass,NA,Unmack_2013,all-pass
1286,all,fail,NA,Unmack_2013,all-fail
1287,pass,fail,NA,Unmack_2013,pass-fail
1288,all,pass,NA,Unmack_2013,all-pass
1289,all,fail,NA,Unmack_2013,all-fail
1290,pass,fail,NA,Unmack_2013,pass-fail
1291,all,pass,NA,Unmack_2013,all-pass
1292,all,fail,NA,Unmack_2013,all-fail
1293,pass,fail,NA,Unmack_2013,pass-fail
1294,all,pass,NA,Unmack_2013,all-pass
1295,all,fail,NA,Unmack_2013,all-fail
1296,pass,fail,NA,Unmack_2013,pass-fail
1297,all,pass,NA,Unmack_2013,all-pass
1298,all,fail,NA,Unmack_2013,all-fail
1299,pass,fail,NA,Unmack_2013,pass-fail
1300,all,pass,NA,Unmack_2013,all-pass
1301,all,fail,NA,Unmack_2013,all-fail
1302,pass,fail,NA,Unmack_2013,pass-fail
1303,all,pass,NA,Unmack_2013,all-pass
1304,all,fail,NA,Unmack_2013,all-fail
1305,pass,fail,NA,Unmack_2013,pass-fail
1306,all,pass,NA,Unmack_2013,all-pass
1307,all,fail,NA,Unmack_2013,all-fail
1308,pass,fail,NA,Unmack_2013,pass-fail
1309,all,pass,NA,Unmack_2013,all-pass
1310,all,fail,NA,Unmack_2013,all-fail
1311,pass,fail,NA,Unmack_2013,pass-fail
1312,all,pass,NA,Unmack_2013,all-pass
1313,all,fail,NA,Unmack_2013,all-fail
1314,pass,fail,NA,Unmack_2013,pass-fail
1315,all,pass,NA,Unmack_2013,all-pass
1316,all,fail,NA,Unmack_2013,all-fail
1317,pass,fail,NA,Unmack_2013,pass-fail
1318,all,pass,NA,Unmack_2013,all-pass
1319,all,fail,NA,Unmack_2013,all-fail
1320,pass,fail,NA,Unmack_2013,pass-fail
1321,all,pass,0.181670202,Wainwright_2012,all-pass
1322,all,fail,0.551697191,Wainwright_2012,all-fail
1323,pass,fail,0.534652429,Wainwright_2012,pass-fail
1324,all,pass,0.219961464,Wainwright_2012,all-pass
1325,all,fail,0.425548798,Wainwright_2012,all-fail
1326,pass,fail,0.484670217,Wainwright_2012,pass-fail
1327,all,pass,0.258902533,Wainwright_2012,all-pass
1328,all,fail,0.541306802,Wainwright_2012,all-fail
1329,pass,fail,0.558416258,Wainwright_2012,pass-fail
1330,all,pass,0.352170382,Wainwright_2012,all-pass
1331,all,fail,0.26027639,Wainwright_2012,all-fail
1332,pass,fail,0.412024907,Wainwright_2012,pass-fail
1333,all,pass,0.305081094,Wainwright_2012,all-pass
1334,all,fail,0.235212537,Wainwright_2012,all-fail
1335,pass,fail,0.371881826,Wainwright_2012,pass-fail
1336,all,pass,0.225505746,Wainwright_2012,all-pass
1337,all,fail,0.43591461,Wainwright_2012,all-fail
1338,pass,fail,0.458900201,Wainwright_2012,pass-fail
1339,all,pass,0.275719864,Wainwright_2012,all-pass
1340,all,fail,0.245145769,Wainwright_2012,all-fail
1341,pass,fail,0.33627645,Wainwright_2012,pass-fail
1342,all,pass,0.234072216,Wainwright_2012,all-pass
1343,all,fail,0.444212538,Wainwright_2012,all-fail
1344,pass,fail,0.475987822,Wainwright_2012,pass-fail
1345,all,pass,0.252645077,Wainwright_2012,all-pass
1346,all,fail,0.333837492,Wainwright_2012,all-fail
1347,pass,fail,0.429409177,Wainwright_2012,pass-fail
1348,all,pass,0.30583038,Wainwright_2012,all-pass
1349,all,fail,0.404643376,Wainwright_2012,all-fail
1350,pass,fail,0.475630367,Wainwright_2012,pass-fail
1351,all,pass,0.291768785,Wainwright_2012,all-pass
1352,all,fail,0.411746825,Wainwright_2012,all-fail
1353,pass,fail,0.486332834,Wainwright_2012,pass-fail
1354,all,pass,0.288110384,Wainwright_2012,all-pass
1355,all,fail,0.374166492,Wainwright_2012,all-fail
1356,pass,fail,0.432011198,Wainwright_2012,pass-fail
1357,all,pass,0.220467274,Wainwright_2012,all-pass
1358,all,fail,0.409852614,Wainwright_2012,all-fail
1359,pass,fail,0.503079018,Wainwright_2012,pass-fail
1360,all,pass,0.396786582,Wainwright_2012,all-pass
1361,all,fail,0.274261177,Wainwright_2012,all-fail
1362,pass,fail,0.405029607,Wainwright_2012,pass-fail
1363,all,pass,0.519092313,Wainwright_2012,all-pass
1364,all,fail,0.252286599,Wainwright_2012,all-fail
1365,pass,fail,0.607663007,Wainwright_2012,pass-fail
1366,all,pass,0.255244706,Wainwright_2012,all-pass
1367,all,fail,0.372117511,Wainwright_2012,all-fail
1368,pass,fail,0.452958869,Wainwright_2012,pass-fail
1369,all,pass,0.308948489,Wainwright_2012,all-pass
1370,all,fail,0.333781418,Wainwright_2012,all-fail
1371,pass,fail,0.390151638,Wainwright_2012,pass-fail
1372,all,pass,0.273193384,Wainwright_2012,all-pass
1373,all,fail,0.311573139,Wainwright_2012,all-fail
1374,pass,fail,0.371119063,Wainwright_2012,pass-fail
1375,all,pass,0.483332875,Wainwright_2012,all-pass
1376,all,fail,0.336256207,Wainwright_2012,all-fail
1377,pass,fail,0.595539817,Wainwright_2012,pass-fail
1378,all,pass,0.21646668,Wainwright_2012,all-pass
1379,all,fail,0.442710261,Wainwright_2012,all-fail
1380,pass,fail,0.447892189,Wainwright_2012,pass-fail
1381,all,pass,0.354810021,Wood_2012,all-pass
1382,all,fail,0.444456477,Wood_2012,all-fail
1383,pass,fail,0.575960039,Wood_2012,pass-fail
1384,all,pass,0.353252909,Wood_2012,all-pass
1385,all,fail,0.420693471,Wood_2012,all-fail
1386,pass,fail,0.550177046,Wood_2012,pass-fail
1387,all,pass,0.485838226,Wood_2012,all-pass
1388,all,fail,0.323730117,Wood_2012,all-fail
1389,pass,fail,0.576585736,Wood_2012,pass-fail
1390,all,pass,0.566930517,Wood_2012,all-pass
1391,all,fail,0.363438007,Wood_2012,all-fail
1392,pass,fail,0.683319996,Wood_2012,pass-fail
1393,all,pass,0.36529777,Wood_2012,all-pass
1394,all,fail,0.638826067,Wood_2012,all-fail
1395,pass,fail,0.686670871,Wood_2012,pass-fail
1396,all,pass,0.618555543,Wood_2012,all-pass
1397,all,fail,0.368568942,Wood_2012,all-fail
1398,pass,fail,0.680634486,Wood_2012,pass-fail
1399,all,pass,0.767062715,Wood_2012,all-pass
1400,all,fail,0.289654419,Wood_2012,all-fail
1401,pass,fail,0.777489651,Wood_2012,pass-fail
1402,all,pass,0.535670755,Wood_2012,all-pass
1403,all,fail,0.304156709,Wood_2012,all-fail
1404,pass,fail,0.66552106,Wood_2012,pass-fail
1405,all,pass,0.707319299,Wood_2012,all-pass
1406,all,fail,0.351150449,Wood_2012,all-fail
1407,pass,fail,0.839709209,Wood_2012,pass-fail
1408,all,pass,0.357147734,Wood_2012,all-pass
1409,all,fail,0.340522677,Wood_2012,all-fail
1410,pass,fail,0.432923723,Wood_2012,pass-fail
1411,all,pass,0.537812096,Wood_2012,all-pass
1412,all,fail,0.311110018,Wood_2012,all-fail
1413,pass,fail,0.578553083,Wood_2012,pass-fail
1414,all,pass,0.367204716,Wood_2012,all-pass
1415,all,fail,0.579142623,Wood_2012,all-fail
1416,pass,fail,0.689939511,Wood_2012,pass-fail
1417,all,pass,0.471516547,Wood_2012,all-pass
1418,all,fail,0.37190635,Wood_2012,all-fail
1419,pass,fail,0.610626245,Wood_2012,pass-fail
1420,all,pass,0.37551792,Wood_2012,all-pass
1421,all,fail,0.434525954,Wood_2012,all-fail
1422,pass,fail,0.567929601,Wood_2012,pass-fail
1423,all,pass,0.486539223,Wood_2012,all-pass
1424,all,fail,0.304689301,Wood_2012,all-fail
1425,pass,fail,0.609083872,Wood_2012,pass-fail
1426,all,pass,0.569956971,Wood_2012,all-pass
1427,all,fail,0.363759284,Wood_2012,all-fail
1428,pass,fail,0.689817333,Wood_2012,pass-fail
1429,all,pass,0.319965094,Wood_2012,all-pass
1430,all,fail,0.511675855,Wood_2012,all-fail
1431,pass,fail,0.618684829,Wood_2012,pass-fail
1432,all,pass,0.366122776,Wood_2012,all-pass
1433,all,fail,0.614764444,Wood_2012,all-fail
1434,pass,fail,0.7118137,Wood_2012,pass-fail
1435,all,pass,0.749601417,Wood_2012,all-pass
1436,all,fail,0.362498374,Wood_2012,all-fail
1437,pass,fail,0.825730169,Wood_2012,pass-fail
1438,all,pass,0.366610674,Wood_2012,all-pass
1439,all,fail,0.639934657,Wood_2012,all-fail
1440,pass,fail,0.687901098,Wood_2012,pass-fail
